Time (matlabs datenum format),Cloud base height (decameters)
730796.0833,401
730796.125,141
730796.1667,501
730796.2083,251
730796.25,351
730796.2917,311
730796.3333,21
730796.375,201
730796.4167,181
730796.4583,361
730796.5,171
730796.5417,31
730796.5833,31
730796.625,101
730796.6667,421
730796.7083,451
730796.75,491
730796.7917,441
730796.8333,81
730796.875,281
730796.9167,311
730796.9583,81
730797,161
730797.0417,271
730797.0833,51
730797.125,401
730797.1667,491
730797.2083,461
730797.25,291
730797.2917,391
730797.3333,281
730797.375,411
730797.4167,211
730797.4583,111
730797.5,131
730797.5417,51
730797.5833,211
730797.625,81
730797.6667,11
730797.7083,281
730797.75,351
730797.7917,61
730797.8333,51
730797.875,21
730797.9167,311
730797.9583,261
730798,101
730798.0417,271
730798.0833,491
730798.125,411
730798.1667,201
730798.2083,191
730798.25,501
730798.2917,481
730798.3333,111
730798.375,81
730798.4167,201
730798.4583,111
730798.5,361
730798.5417,91
730798.5833,41
730798.625,461
730798.6667,441
730798.7083,421
730798.75,91
730798.7917,281
730798.8333,51
730798.875,111
730798.9167,161
730798.9583,451
730799,161
730799.0417,41
730799.0833,241
730799.125,181
730799.1667,261
730799.2083,421
730799.25,471
730799.2917,321
730799.3333,141
730799.375,441
730799.4167,201
730799.4583,401
730799.5,381
730799.5417,91
730799.5833,381
730799.625,181
730799.6667,291
730799.7083,31
730799.75,181
730799.7917,201
730799.8333,151
730799.875,111
730799.9167,1
730799.9583,391
730800,251
730800.0417,331
730800.0833,321
730800.125,101
730800.1667,41
730800.2083,321
730800.25,81
730800.2917,231
730800.3333,81
730800.375,171
730800.4167,21
730800.4583,431
730800.5,351
730800.5417,61
730800.5833,411
730800.625,231
730800.6667,451
730800.7083,341
730800.75,261
730800.7917,381
730800.8333,31
730800.875,1
730800.9167,181
730800.9583,151
730801,91
730801.0417,241
730801.0833,31
730801.125,451
730801.1667,21
730801.2083,141
730801.25,491
730801.2917,141
730801.3333,421
730801.375,161
730801.4167,51
730801.4583,331
730801.5,111
730801.5417,451
730801.5833,131
730801.625,351
730801.6667,411
730801.7083,361
730801.75,311
730801.7917,471
730801.8333,491
730801.875,21
730801.9167,221
730801.9583,111
730802,471
730802.0417,21
730802.0833,201
730802.125,351
730802.1667,321
730802.2083,231
730802.25,31
730802.2917,281
730802.3333,381
730802.375,431
730802.4167,61
730802.4583,21
730802.5,451
730802.5417,101
730802.5833,261
730802.625,431
730802.6667,71
730802.7083,371
730802.75,271
730802.7917,11
730802.8333,231
730802.875,261
730802.9167,61
730802.9583,121
730803,471
730803.0417,41
730803.0833,81
730803.125,371
730803.1667,361
730803.2083,301
730803.25,181
730803.2917,61
730803.3333,341
730803.375,411
730803.4167,401
730803.4583,111
730803.5,221
730803.5417,181
730803.5833,281
730803.625,481
730803.6667,491
730803.7083,301
730803.75,231
730803.7917,281
730803.8333,431
730803.875,171
730803.9167,91
730803.9583,331
730804,141
730804.0417,221
730804.0833,491
730804.125,451
730804.1667,371
730804.2083,281
730804.25,381
730804.2917,401
730804.3333,201
730804.375,51
730804.4167,341
730804.4583,491
730804.5,281
730804.5417,31
730804.5833,31
730804.625,181
730804.6667,151
730804.7083,161
730804.75,111
730804.7917,421
730804.8333,121
730804.875,61
730804.9167,431
730804.9583,11
730805,341
730805.0417,281
730805.0833,331
730805.125,201
730805.1667,431
730805.2083,291
730805.25,251
730805.2917,441
730805.3333,231
730805.375,491
730805.4167,431
730805.4583,221
730805.5,441
730805.5417,261
730805.5833,31
730805.625,371
730805.6667,431
730805.7083,41
730805.75,381
730805.7917,131
730805.8333,201
730805.875,351
730805.9167,131
730805.9583,391
730806,431
730806.0417,231
730806.0833,31
730806.125,191
730806.1667,411
730806.2083,201
730806.25,251
730806.2917,451
730806.3333,201
730806.375,231
730806.4167,341
730806.4583,281
730806.5,491
730806.5417,381
730806.5833,131
730806.625,341
730806.6667,91
730806.7083,371
730806.75,51
730806.7917,81
730806.8333,291
730806.875,331
730806.9167,401
730806.9583,421
730807,81
730807.0417,391
730807.0833,321
730807.125,271
730807.1667,281
730807.2083,331
730807.25,271
730807.2917,501
730807.3333,181
730807.375,261
730807.4167,151
730807.4583,321
730807.5,71
730807.5417,311
730807.5833,131
730807.625,481
730807.6667,21
730807.7083,131
730807.75,121
730807.7917,281
730807.8333,221
730807.875,281
730807.9167,421
730807.9583,81
730808,311
730808.0417,401
730808.0833,241
730808.125,81
730808.1667,411
730808.2083,411
730808.25,21
730808.2917,51
730808.3333,101
730808.375,171
730808.4167,271
730808.4583,91
730808.5,31
730808.5417,461
730808.5833,251
730808.625,191
730808.6667,341
730808.7083,471
730808.75,311
730808.7917,421
730808.8333,271
730808.875,381
730808.9167,281
730808.9583,241
730809,301
730809.0417,391
730809.0833,491
730809.125,61
730809.1667,351
730809.2083,171
730809.25,81
730809.2917,81
730809.3333,321
730809.375,471
730809.4167,311
730809.4583,381
730809.5,111
730809.5417,441
730809.5833,331
730809.625,411
730809.6667,181
730809.7083,501
730809.75,381
730809.7917,131
730809.8333,421
730809.875,201
730809.9167,451
730809.9583,391
730810,241
730810.0417,141
730810.0833,331
730810.125,191
730810.1667,321
730810.2083,351
730810.25,501
730810.2917,61
730810.3333,51
730810.375,401
730810.4167,301
730810.4583,281
730810.5,291
730810.5417,161
730810.5833,21
730810.625,411
730810.6667,381
730810.7083,271
730810.75,71
730810.7917,21
730810.8333,101
730810.875,281
730810.9167,231
730810.9583,471
730811,71
730811.0417,361
730811.0833,461
730811.125,491
730811.1667,391
730811.2083,241
730811.25,101
730811.2917,341
730811.3333,251
730811.375,41
730811.4167,161
730811.4583,451
730811.5,71
730811.5417,311
730811.5833,321
730811.625,31
730811.6667,121
730811.7083,421
730811.75,211
730811.7917,51
730811.8333,251
730811.875,31
730811.9167,81
730811.9583,211
730812,381
730812.0417,321
730812.0833,501
730812.125,61
730812.1667,461
730812.2083,371
730812.25,101
730812.2917,441
730812.3333,171
730812.375,401
730812.4167,461
730812.4583,281
730812.5,481
730812.5417,261
730812.5833,431
730812.625,371
730812.6667,111
730812.7083,1
730812.75,341
730812.7917,411
730812.8333,221
730812.875,331
730812.9167,291
730812.9583,91
730813,31
730813.0417,121
730813.0833,161
730813.125,471
730813.1667,131
730813.2083,351
730813.25,481
730813.2917,491
730813.3333,421
730813.375,61
730813.4167,181
730813.4583,111
730813.5,281
730813.5417,481
730813.5833,181
730813.625,311
730813.6667,351
730813.7083,361
730813.75,501
730813.7917,391
730813.8333,291
730813.875,321
730813.9167,121
730813.9583,131
730814,151
730814.0417,91
730814.0833,451
730814.125,361
730814.1667,201
730814.2083,191
730814.25,421
730814.2917,111
730814.3333,61
730814.375,21
730814.4167,351
730814.4583,41
730814.5,491
730814.5417,31
730814.5833,41
730814.625,311
730814.6667,421
730814.7083,181
730814.75,271
730814.7917,191
730814.8333,201
730814.875,461
730814.9167,261
730814.9583,241
730815,271
730815.0417,261
730815.0833,231
730815.125,321
730815.1667,111
730815.2083,261
730815.25,291
730815.2917,21
730815.3333,461
730815.375,311
730815.4167,291
730815.4583,101
730815.5,141
730815.5417,101
730815.5833,71
730815.625,401
730815.6667,281
730815.7083,231
730815.75,381
730815.7917,421
730815.8333,411
730815.875,251
730815.9167,371
730815.9583,361
730816,381
730816.0417,171
730816.0833,51
730816.125,451
730816.1667,301
730816.2083,121
730816.25,61
730816.2917,161
730816.3333,121
730816.375,41
730816.4167,51
730816.4583,371
730816.5,311
730816.5417,201
730816.5833,261
730816.625,221
730816.6667,101
730816.7083,331
730816.75,111
730816.7917,491
730816.8333,201
730816.875,71
730816.9167,171
730816.9583,311
730817,221
730817.0417,391
730817.0833,411
730817.125,431
730817.1667,111
730817.2083,81
730817.25,131
730817.2917,211
730817.3333,461
730817.375,341
730817.4167,191
730817.4583,471
730817.5,251
730817.5417,111
730817.5833,171
730817.625,301
730817.6667,41
730817.7083,21
730817.75,271
730817.7917,491
730817.8333,411
730817.875,131
730817.9167,51
730817.9583,181
730818,171
730818.0417,271
730818.0833,391
730818.125,171
730818.1667,131
730818.2083,421
730818.25,101
730818.2917,251
730818.3333,11
730818.375,461
730818.4167,331
730818.4583,201
730818.5,431
730818.5417,461
730818.5833,231
730818.625,501
730818.6667,41
730818.7083,281
730818.75,111
730818.7917,331
730818.8333,61
730818.875,231
730818.9167,241
730818.9583,111
730819,441
730819.0417,411
730819.0833,31
730819.125,111
730819.1667,241
730819.2083,101
730819.25,411
730819.2917,251
730819.3333,61
730819.375,41
730819.4167,91
730819.4583,301
730819.5,191
730819.5417,401
730819.5833,1
730819.625,431
730819.6667,291
730819.7083,261
730819.75,91
730819.7917,91
730819.8333,491
730819.875,151
730819.9167,371
730819.9583,431
730820,171
730820.0417,391
730820.0833,41
730820.125,211
730820.1667,471
730820.2083,221
730820.25,281
730820.2917,291
730820.3333,331
730820.375,141
730820.4167,151
730820.4583,261
730820.5,221
730820.5417,131
730820.5833,301
730820.625,61
730820.6667,221
730820.7083,401
730820.75,271
730820.7917,321
730820.8333,321
730820.875,481
730820.9167,371
730820.9583,221
730821,451
730821.0417,211
730821.0833,341
730821.125,321
730821.1667,321
730821.2083,431
730821.25,431
730821.2917,331
730821.3333,371
730821.375,141
730821.4167,351
730821.4583,291
730821.5,131
730821.5417,321
730821.5833,491
730821.625,71
730821.6667,111
730821.7083,31
730821.75,431
730821.7917,301
730821.8333,221
730821.875,171
730821.9167,11
730821.9583,41
730822,101
730822.0417,71
730822.0833,161
730822.125,391
730822.1667,331
730822.2083,441
730822.25,381
730822.2917,341
730822.3333,321
730822.375,481
730822.4167,171
730822.4583,251
730822.5,481
730822.5417,451
730822.5833,321
730822.625,151
730822.6667,211
730822.7083,491
730822.75,461
730822.7917,141
730822.8333,371
730822.875,261
730822.9167,191
730822.9583,331
730823,51
730823.0417,71
730823.0833,301
730823.125,351
730823.1667,221
730823.2083,401
730823.25,461
730823.2917,171
730823.3333,41
730823.375,341
730823.4167,421
730823.4583,251
730823.5,211
730823.5417,251
730823.5833,121
730823.625,21
730823.6667,101
730823.7083,51
730823.75,201
730823.7917,251
730823.8333,231
730823.875,251
730823.9167,321
730823.9583,361
730824,41
730824.0417,241
730824.0833,411
730824.125,321
730824.1667,361
730824.2083,481
730824.25,81
730824.2917,491
730824.3333,241
730824.375,481
730824.4167,111
730824.4583,431
730824.5,271
730824.5417,41
730824.5833,111
730824.625,301
730824.6667,291
730824.7083,271
730824.75,321
730824.7917,21
730824.8333,261
730824.875,211
730824.9167,71
730824.9583,161
730825,171
730825.0417,111
730825.0833,11
730825.125,201
730825.1667,251
730825.2083,121
730825.25,291
730825.2917,421
730825.3333,271
730825.375,371
730825.4167,171
730825.4583,231
730825.5,251
730825.5417,121
730825.5833,81
730825.625,241
730825.6667,91
730825.7083,251
730825.75,161
730825.7917,421
730825.8333,211
730825.875,451
730825.9167,251
730825.9583,381
730826,51
730826.0417,271
730826.0833,371
730826.125,281
730826.1667,281
730826.2083,111
730826.25,201
730826.2917,41
730826.3333,81
730826.375,61
730826.4167,401
730826.4583,471
730826.5,461
730826.5417,321
730826.5833,451
730826.625,41
730826.6667,411
730826.7083,271
730826.75,1
730826.7917,311
730826.8333,1
730826.875,81
730826.9167,51
730826.9583,271
730827,71
730827.0417,281
730827.0833,31
730827.125,401
730827.1667,71
730827.2083,151
730827.25,21
730827.2917,411
730827.3333,501
730827.375,111
730827.4167,31
730827.4583,481
730827.5,321
730827.5417,81
730827.5833,101
730827.625,461
730827.6667,221
730827.7083,261
730827.75,31
730827.7917,361
730827.8333,451
730827.875,191
730827.9167,431
730827.9583,141
730828,171
730828.0417,411
730828.0833,351
730828.125,191
730828.1667,191
730828.2083,301
730828.25,231
730828.2917,281
730828.3333,491
730828.375,101
730828.4167,91
730828.4583,271
730828.5,461
730828.5417,441
730828.5833,181
730828.625,71
730828.6667,131
730828.7083,441
730828.75,31
730828.7917,321
730828.8333,221
730828.875,301
730828.9167,121
730828.9583,101
730829,161
730829.0417,381
730829.0833,491
730829.125,191
730829.1667,141
730829.2083,261
730829.25,141
730829.2917,171
730829.3333,351
730829.375,131
730829.4167,291
730829.4583,481
730829.5,181
730829.5417,231
730829.5833,181
730829.625,271
730829.6667,211
730829.7083,351
730829.75,61
730829.7917,201
730829.8333,241
730829.875,231
730829.9167,361
730829.9583,51
730830,71
730830.0417,131
730830.0833,311
730830.125,501
730830.1667,61
730830.2083,281
730830.25,301
730830.2917,391
730830.3333,441
730830.375,271
730830.4167,261
730830.4583,401
730830.5,341
730830.5417,131
730830.5833,401
730830.625,371
730830.6667,41
730830.7083,71
730830.75,161
730830.7917,91
730830.8333,181
730830.875,241
730830.9167,211
730830.9583,301
730831,11
730831.0417,91
730831.0833,481
730831.125,251
730831.1667,41
730831.2083,421
730831.25,381
730831.2917,151
730831.3333,171
730831.375,331
730831.4167,41
730831.4583,461
730831.5,461
730831.5417,401
730831.5833,281
730831.625,121
730831.6667,181
730831.7083,311
730831.75,21
730831.7917,311
730831.8333,261
730831.875,501
730831.9167,11
730831.9583,131
730832,201
730832.0417,121
730832.0833,21
730832.125,311
730832.1667,91
730832.2083,301
730832.25,41
730832.2917,41
730832.3333,81
730832.375,81
730832.4167,231
730832.4583,381
730832.5,211
730832.5417,361
730832.5833,111
730832.625,361
730832.6667,221
730832.7083,121
730832.75,371
730832.7917,101
730832.8333,371
730832.875,341
730832.9167,41
730832.9583,91
730833,61
730833.0417,131
730833.0833,311
730833.125,411
730833.1667,351
730833.2083,51
730833.25,491
730833.2917,171
730833.3333,191
730833.375,411
730833.4167,401
730833.4583,261
730833.5,241
730833.5417,431
730833.5833,311
730833.625,411
730833.6667,411
730833.7083,111
730833.75,121
730833.7917,231
730833.8333,281
730833.875,421
730833.9167,211
730833.9583,371
730834,421
730834.0417,181
730834.0833,141
730834.125,311
730834.1667,371
730834.2083,81
730834.25,161
730834.2917,451
730834.3333,301
730834.375,371
730834.4167,211
730834.4583,11
730834.5,91
730834.5417,51
730834.5833,151
730834.625,101
730834.6667,481
730834.7083,81
730834.75,371
730834.7917,151
730834.8333,221
730834.875,181
730834.9167,351
730834.9583,231
730835,191
730835.0417,281
730835.0833,291
730835.125,281
730835.1667,21
730835.2083,221
730835.25,371
730835.2917,151
730835.3333,311
730835.375,31
730835.4167,361
730835.4583,51
730835.5,331
730835.5417,191
730835.5833,181
730835.625,191
730835.6667,451
730835.7083,11
730835.75,261
730835.7917,41
730835.8333,111
730835.875,501
730835.9167,301
730835.9583,141
730836,341
730836.0417,141
730836.0833,321
730836.125,481
730836.1667,71
730836.2083,301
730836.25,451
730836.2917,211
730836.3333,481
730836.375,481
730836.4167,391
730836.4583,61
730836.5,281
730836.5417,21
730836.5833,321
730836.625,351
730836.6667,421
730836.7083,361
730836.75,251
730836.7917,261
730836.8333,171
730836.875,41
730836.9167,281
730836.9583,11
730837,91
730837.0417,161
730837.0833,251
730837.125,231
730837.1667,21
730837.2083,361
730837.25,391
730837.2917,301
730837.3333,311
730837.375,281
730837.4167,31
730837.4583,451
730837.5,131
730837.5417,21
730837.5833,61
730837.625,51
730837.6667,481
730837.7083,471
730837.75,481
730837.7917,501
730837.8333,141
730837.875,471
730837.9167,101
730837.9583,431
730838,21
730838.0417,371
730838.0833,221
730838.125,311
730838.1667,111
730838.2083,381
730838.25,171
730838.2917,371
730838.3333,221
730838.375,391
730838.4167,381
730838.4583,441
730838.5,351
730838.5417,221
730838.5833,11
730838.625,291
730838.6667,51
730838.7083,151
730838.75,451
730838.7917,351
730838.8333,31
730838.875,371
730838.9167,151
730838.9583,31
730839,71
730839.0417,171
730839.0833,471
730839.125,421
730839.1667,441
730839.2083,51
730839.25,131
730839.2917,51
730839.3333,361
730839.375,131
730839.4167,331
730839.4583,121
730839.5,501
730839.5417,331
730839.5833,291
730839.625,151
730839.6667,211
730839.7083,211
730839.75,71
730839.7917,191
730839.8333,491
730839.875,341
730839.9167,421
730839.9583,251
730840,401
730840.0417,141
730840.0833,281
730840.125,41
730840.1667,141
730840.2083,471
730840.25,71
730840.2917,171
730840.3333,241
730840.375,461
730840.4167,221
730840.4583,291
730840.5,441
730840.5417,241
730840.5833,221
730840.625,351
730840.6667,201
730840.7083,51
730840.75,471
730840.7917,31
730840.8333,441
730840.875,131
730840.9167,201
730840.9583,361
730841,421
730841.0417,471
730841.0833,41
730841.125,61
730841.1667,171
730841.2083,411
730841.25,171
730841.2917,321
730841.3333,381
730841.375,341
730841.4167,211
730841.4583,211
730841.5,141
730841.5417,501
730841.5833,301
730841.625,171
730841.6667,101
730841.7083,221
730841.75,411
730841.7917,341
730841.8333,271
730841.875,251
730841.9167,41
730841.9583,41
730842,431
730842.0417,21
730842.0833,31
730842.125,411
730842.1667,271
730842.2083,331
730842.25,241
730842.2917,331
730842.3333,501
730842.375,341
730842.4167,171
730842.4583,461
730842.5,271
730842.5417,431
730842.5833,261
730842.625,281
730842.6667,391
730842.7083,431
730842.75,441
730842.7917,391
730842.8333,281
730842.875,431
730842.9167,201
730842.9583,371
730843,71
730843.0417,301
730843.0833,231
730843.125,181
730843.1667,431
730843.2083,331
730843.25,311
730843.2917,341
730843.3333,221
730843.375,311
730843.4167,11
730843.4583,441
730843.5,211
730843.5417,291
730843.5833,321
730843.625,271
730843.6667,241
730843.7083,251
730843.75,101
730843.7917,71
730843.8333,111
730843.875,181
730843.9167,431
730843.9583,451
730844,1
730844.0417,221
730844.0833,121
730844.125,51
730844.1667,351
730844.2083,491
730844.25,421
730844.2917,291
730844.3333,441
730844.375,381
730844.4167,211
730844.4583,91
730844.5,391
730844.5417,91
730844.5833,1
730844.625,391
730844.6667,251
730844.7083,251
730844.75,91
730844.7917,111
730844.8333,121
730844.875,401
730844.9167,181
730844.9583,141
730845,281
730845.0417,501
730845.0833,311
730845.125,91
730845.1667,281
730845.2083,201
730845.25,301
730845.2917,231
730845.3333,101
730845.375,491
730845.4167,271
730845.4583,311
730845.5,201
730845.5417,311
730845.5833,31
730845.625,291
730845.6667,171
730845.7083,21
730845.75,271
730845.7917,441
730845.8333,461
730845.875,41
730845.9167,471
730845.9583,151
730846,421
730846.0417,481
730846.0833,51
730846.125,451
730846.1667,101
730846.2083,171
730846.25,31
730846.2917,81
730846.3333,461
730846.375,81
730846.4167,391
730846.4583,71
730846.5,271
730846.5417,371
730846.5833,41
730846.625,271
730846.6667,261
730846.7083,71
730846.75,431
730846.7917,441
730846.8333,361
730846.875,321
730846.9167,461
730846.9583,231
730847,351
730847.0417,31
730847.0833,411
730847.125,201
730847.1667,481
730847.2083,441
730847.25,501
730847.2917,491
730847.3333,471
730847.375,321
730847.4167,141
730847.4583,281
730847.5,171
730847.5417,281
730847.5833,471
730847.625,41
730847.6667,51
730847.7083,191
730847.75,191
730847.7917,211
730847.8333,21
730847.875,411
730847.9167,171
730847.9583,311
730848,481
730848.0417,491
730848.0833,371
730848.125,291
730848.1667,71
730848.2083,451
730848.25,41
730848.2917,231
730848.3333,61
730848.375,361
730848.4167,91
730848.4583,151
730848.5,441
730848.5417,121
730848.5833,91
730848.625,401
730848.6667,291
730848.7083,381
730848.75,351
730848.7917,411
730848.8333,291
730848.875,141
730848.9167,421
730848.9583,391
730849,281
730849.0417,121
730849.0833,211
730849.125,451
730849.1667,221
730849.2083,41
730849.25,201
730849.2917,401
730849.3333,151
730849.375,211
730849.4167,441
730849.4583,331
730849.5,361
730849.5417,1
730849.5833,251
730849.625,441
730849.6667,31
730849.7083,391
730849.75,431
730849.7917,51
730849.8333,171
730849.875,331
730849.9167,151
730849.9583,281
730850,151
730850.0417,341
730850.0833,491
730850.125,401
730850.1667,221
730850.2083,251
730850.25,491
730850.2917,491
730850.3333,251
730850.375,371
730850.4167,171
730850.4583,481
730850.5,71
730850.5417,331
730850.5833,151
730850.625,301
730850.6667,371
730850.7083,331
730850.75,261
730850.7917,341
730850.8333,411
730850.875,171
730850.9167,11
730850.9583,351
730851,201
730851.0417,221
730851.0833,281
730851.125,441
730851.1667,111
730851.2083,491
730851.25,281
730851.2917,61
730851.3333,11
730851.375,351
730851.4167,251
730851.4583,491
730851.5,21
730851.5417,431
730851.5833,91
730851.625,241
730851.6667,431
730851.7083,231
730851.75,11
730851.7917,481
730851.8333,231
730851.875,71
730851.9167,431
730851.9583,421
730852,181
730852.0417,361
730852.0833,341
730852.125,21
730852.1667,191
730852.2083,91
730852.25,111
730852.2917,501
730852.3333,91
730852.375,101
730852.4167,71
730852.4583,351
730852.5,161
730852.5417,441
730852.5833,381
730852.625,461
730852.6667,181
730852.7083,81
730852.75,251
730852.7917,401
730852.8333,171
730852.875,51
730852.9167,331
730852.9583,461
730853,401
730853.0417,351
730853.0833,351
730853.125,371
730853.1667,221
730853.2083,281
730853.25,451
730853.2917,421
730853.3333,51
730853.375,61
730853.4167,361
730853.4583,71
730853.5,461
730853.5417,151
730853.5833,241
730853.625,261
730853.6667,161
730853.7083,241
730853.75,11
730853.7917,491
730853.8333,61
730853.875,141
730853.9167,41
730853.9583,331
730854,121
730854.0417,71
730854.0833,341
730854.125,171
730854.1667,461
730854.2083,91
730854.25,361
730854.2917,261
730854.3333,331
730854.375,471
730854.4167,501
730854.4583,151
730854.5,191
730854.5417,221
730854.5833,41
730854.625,141
730854.6667,81
730854.7083,481
730854.75,401
730854.7917,31
730854.8333,191
730854.875,201
730854.9167,421
730854.9583,311
730855,81
730855.0417,21
730855.0833,281
730855.125,241
730855.1667,461
730855.2083,391
730855.25,31
730855.2917,301
730855.3333,221
730855.375,361
730855.4167,421
730855.4583,41
730855.5,471
730855.5417,421
730855.5833,141
730855.625,211
730855.6667,471
730855.7083,391
730855.75,161
730855.7917,231
730855.8333,391
730855.875,361
730855.9167,461
730855.9583,371
730856,11
730856.0417,371
730856.0833,91
730856.125,131
730856.1667,121
730856.2083,481
730856.25,11
730856.2917,101
730856.3333,281
730856.375,31
730856.4167,471
730856.4583,431
730856.5,451
730856.5417,311
730856.5833,231
730856.625,201
730856.6667,301
730856.7083,481
730856.75,491
730856.7917,461
730856.8333,101
730856.875,21
730856.9167,231
730856.9583,341
730857,291
730857.0417,421
730857.0833,251
730857.125,71
730857.1667,421
730857.2083,261
730857.25,51
730857.2917,201
730857.3333,441
730857.375,491
730857.4167,471
730857.4583,211
730857.5,491
730857.5417,381
730857.5833,401
730857.625,21
730857.6667,481
730857.7083,451
730857.75,171
730857.7917,191
730857.8333,111
730857.875,481
730857.9167,351
730857.9583,471
730858,141
730858.0417,101
730858.0833,331
730858.125,291
730858.1667,91
730858.2083,171
730858.25,351
730858.2917,311
730858.3333,21
730858.375,441
730858.4167,261
730858.4583,241
730858.5,221
730858.5417,131
730858.5833,71
730858.625,441
730858.6667,61
730858.7083,31
730858.75,61
730858.7917,171
730858.8333,281
730858.875,51
730858.9167,21
730858.9583,231
730859,91
730859.0417,11
730859.0833,401
730859.125,151
730859.1667,371
730859.2083,431
730859.25,311
730859.2917,251
730859.3333,391
730859.375,301
730859.4167,81
730859.4583,391
730859.5,381
730859.5417,71
730859.5833,21
730859.625,171
730859.6667,261
730859.7083,371
730859.75,411
730859.7917,141
730859.8333,121
730859.875,231
730859.9167,41
730859.9583,191
730860,341
730860.0417,251
730860.0833,421
730860.125,171
730860.1667,161
730860.2083,81
730860.25,321
730860.2917,51
730860.3333,91
730860.375,311
730860.4167,481
730860.4583,171
730860.5,301
730860.5417,461
730860.5833,101
730860.625,421
730860.6667,61
730860.7083,141
730860.75,481
730860.7917,371
730860.8333,51
730860.875,1
730860.9167,161
730860.9583,251
730861,361
730861.0417,131
730861.0833,321
730861.125,311
730861.1667,111
730861.2083,81
730861.25,391
730861.2917,451
730861.3333,111
730861.375,131
730861.4167,261
730861.4583,71
730861.5,221
730861.5417,341
730861.5833,1
730861.625,31
730861.6667,201
730861.7083,141
730861.75,91
730861.7917,21
730861.8333,71
730861.875,51
730861.9167,191
730861.9583,371
730862,311
730862.0417,301
730862.0833,101
730862.125,261
730862.1667,351
730862.2083,431
730862.25,271
730862.2917,41
730862.3333,301
730862.375,231
730862.4167,91
730862.4583,271
730862.5,41
730862.5417,391
730862.5833,421
730862.625,71
730862.6667,401
730862.7083,381
730862.75,471
730862.7917,431
730862.8333,221
730862.875,481
730862.9167,241
730862.9583,241
730863,61
730863.0417,441
730863.0833,331
730863.125,101
730863.1667,281
730863.2083,301
730863.25,371
730863.2917,221
730863.3333,151
730863.375,321
730863.4167,361
730863.4583,321
730863.5,261
730863.5417,291
730863.5833,281
730863.625,101
730863.6667,331
730863.7083,31
730863.75,441
730863.7917,461
730863.8333,221
730863.875,501
730863.9167,311
730863.9583,441
730864,321
730864.0417,201
730864.0833,331
730864.125,421
730864.1667,411
730864.2083,251
730864.25,491
730864.2917,231
730864.3333,241
730864.375,441
730864.4167,481
730864.4583,321
730864.5,291
730864.5417,11
730864.5833,181
730864.625,111
730864.6667,91
730864.7083,381
730864.75,161
730864.7917,401
730864.8333,311
730864.875,211
730864.9167,71
730864.9583,411
730865,121
730865.0417,231
730865.0833,31
730865.125,501
730865.1667,271
730865.2083,311
730865.25,231
730865.2917,331
730865.3333,191
730865.375,341
730865.4167,221
730865.4583,201
730865.5,341
730865.5417,121
730865.5833,91
730865.625,61
730865.6667,111
730865.7083,231
730865.75,251
730865.7917,471
730865.8333,31
730865.875,81
730865.9167,1
730865.9583,141
730866,351
730866.0417,401
730866.0833,321
730866.125,381
730866.1667,71
730866.2083,191
730866.25,461
730866.2917,221
730866.3333,461
730866.375,141
730866.4167,261
730866.4583,331
730866.5,251
730866.5417,321
730866.5833,491
730866.625,101
730866.6667,301
730866.7083,11
730866.75,251
730866.7917,421
730866.8333,431
730866.875,321
730866.9167,291
730866.9583,281
730867,121
730867.0417,331
730867.0833,211
730867.125,411
730867.1667,401
730867.2083,421
730867.25,481
730867.2917,11
730867.3333,221
730867.375,71
730867.4167,201
730867.4583,401
730867.5,221
730867.5417,391
730867.5833,421
730867.625,491
730867.6667,31
730867.7083,311
730867.75,281
730867.7917,351
730867.8333,361
730867.875,51
730867.9167,11
730867.9583,131
730868,121
730868.0417,301
730868.0833,21
730868.125,221
730868.1667,281
730868.2083,351
730868.25,301
730868.2917,41
730868.3333,471
730868.375,111
730868.4167,441
730868.4583,101
730868.5,281
730868.5417,171
730868.5833,11
730868.625,151
730868.6667,321
730868.7083,101
730868.75,421
730868.7917,21
730868.8333,321
730868.875,251
730868.9167,351
730868.9583,181
730869,81
730869.0417,91
730869.0833,121
730869.125,51
730869.1667,471
730869.2083,81
730869.25,301
730869.2917,261
730869.3333,171
730869.375,221
730869.4167,211
730869.4583,231
730869.5,191
730869.5417,261
730869.5833,441
730869.625,311
730869.6667,281
730869.7083,321
730869.75,461
730869.7917,221
730869.8333,201
730869.875,271
730869.9167,151
730869.9583,71
730870,21
730870.0417,491
730870.0833,471
730870.125,441
730870.1667,61
730870.2083,131
730870.25,491
730870.2917,441
730870.3333,491
730870.375,1
730870.4167,331
730870.4583,131
730870.5,91
730870.5417,391
730870.5833,101
730870.625,201
730870.6667,131
730870.7083,251
730870.75,111
730870.7917,441
730870.8333,81
730870.875,51
730870.9167,331
730870.9583,331
730871,391
730871.0417,21
730871.0833,491
730871.125,181
730871.1667,151
730871.2083,141
730871.25,21
730871.2917,491
730871.3333,391
730871.375,131
730871.4167,381
730871.4583,111
730871.5,381
730871.5417,181
730871.5833,231
730871.625,381
730871.6667,51
730871.7083,91
730871.75,61
730871.7917,61
730871.8333,231
730871.875,71
730871.9167,181
730871.9583,391
730872,71
730872.0417,421
730872.0833,91
730872.125,341
730872.1667,221
730872.2083,501
730872.25,41
730872.2917,31
730872.3333,401
730872.375,51
730872.4167,71
730872.4583,61
730872.5,431
730872.5417,441
730872.5833,51
730872.625,121
730872.6667,171
730872.7083,271
730872.75,351
730872.7917,171
