Time (matlab datenum format),Wind speed 10m (m/s)
730675.9583,3
730676,2
730676.0417,6
730676.0833,11
730676.125,2
730676.1667,10
730676.2083,5
730676.25,5
730676.2917,4
730676.3333,1
730676.375,13
730676.4167,3
730676.4583,2
730676.5,4
730676.5417,6
730676.5833,9
730676.625,5
730676.6667,4
730676.7083,4
730676.75,6
730676.7917,5
730676.8333,5
730676.875,9
730676.9167,5
730676.9583,11
730677,7
730677.0417,6
730677.0833,2
730677.125,7
730677.1667,5
730677.2083,4
730677.25,4
730677.2917,4
730677.3333,4
730677.375,2
730677.4167,1
730677.4583,5
730677.5,1
730677.5417,14
730677.5833,5
730677.625,3
730677.6667,8
730677.7083,4
730677.75,2
730677.7917,4
730677.8333,8
730677.875,9
730677.9167,9
730677.9583,5
730678,5
730678.0417,3
730678.0833,5
730678.125,7
730678.1667,2
730678.2083,8
730678.25,13
730678.2917,1
730678.3333,19
730678.375,3
730678.4167,3
730678.4583,1
730678.5,6
730678.5417,2
730678.5833,11
730678.625,7
730678.6667,6
730678.7083,4
730678.75,3
730678.7917,2
730678.8333,2
730678.875,2
730678.9167,7
730678.9583,7
730679,6
730679.0417,5
730679.0833,6
730679.125,6
730679.1667,8
730679.2083,16
730679.25,6
730679.2917,1
730679.3333,10
730679.375,5
730679.4167,8
730679.4583,6
730679.5,4
730679.5417,9
730679.5833,6
730679.625,6
730679.6667,4
730679.7083,2
730679.75,4
730679.7917,4
730679.8333,5
730679.875,4
730679.9167,8
730679.9583,4
730680,2
730680.0417,6
730680.0833,7
730680.125,11
730680.1667,10
730680.2083,8
730680.25,9
730680.2917,11
730680.3333,3
730680.375,3
730680.4167,3
730680.4583,6
730680.5,17
730680.5417,4
730680.5833,10
730680.625,5
730680.6667,7
730680.7083,5
730680.75,4
730680.7917,6
730680.8333,4
730680.875,5
730680.9167,4
730680.9583,11
730681,3
730681.0417,6
730681.0833,3
730681.125,4
730681.1667,5
730681.2083,7
730681.25,3
730681.2917,14
730681.3333,3
730681.375,3
730681.4167,12
730681.4583,8
730681.5,10
730681.5417,6
730681.5833,5
730681.625,4
730681.6667,3
730681.7083,7
730681.75,10
730681.7917,17
730681.8333,1
730681.875,2
730681.9167,2
730681.9583,0
730682,25
730682.0417,3
730682.0833,9
730682.125,8
730682.1667,3
730682.2083,5
730682.25,4
730682.2917,4
730682.3333,1
730682.375,7
730682.4167,5
730682.4583,5
730682.5,5
730682.5417,8
730682.5833,3
730682.625,5
730682.6667,10
730682.7083,4
730682.75,2
730682.7917,11
730682.8333,4
730682.875,13
730682.9167,3
730682.9583,3
730683,2
730683.0417,6
730683.0833,2
730683.125,4
730683.1667,7
730683.2083,4
730683.25,7
730683.2917,6
730683.3333,6
730683.375,2
730683.4167,9
730683.4583,1
730683.5,3
730683.5417,7
730683.5833,3
730683.625,4
730683.6667,13
730683.7083,10
730683.75,6
730683.7917,10
730683.8333,4
730683.875,8
730683.9167,9
730683.9583,4
730684,6
730684.0417,4
730684.0833,4
730684.125,2
730684.1667,5
730684.2083,4
730684.25,3
730684.2917,5
730684.3333,2
730684.375,7
730684.4167,4
730684.4583,6
730684.5,9
730684.5417,2
730684.5833,2
730684.625,4
730684.6667,9
730684.7083,5
730684.75,5
730684.7917,11
730684.8333,5
730684.875,2
730684.9167,2
730684.9583,4
730685,8
730685.0417,4
730685.0833,4
730685.125,3
730685.1667,3
730685.2083,7
730685.25,4
730685.2917,4
730685.3333,3
730685.375,3
730685.4167,2
730685.4583,4
730685.5,3
730685.5417,5
730685.5833,10
730685.625,3
730685.6667,5
730685.7083,13
730685.75,2
730685.7917,5
730685.8333,2
730685.875,7
730685.9167,9
730685.9583,4
730686,5
730686.0417,4
730686.0833,3
730686.125,9
730686.1667,3
730686.2083,6
730686.25,5
730686.2917,10
730686.3333,9
730686.375,2
730686.4167,7
730686.4583,2
730686.5,3
730686.5417,6
730686.5833,2
730686.625,6
730686.6667,8
730686.7083,4
730686.75,6
730686.7917,2
730686.8333,9
730686.875,12
730686.9167,4
730686.9583,6
730687,8
730687.0417,10
730687.0833,4
730687.125,3
730687.1667,11
730687.2083,9
730687.25,7
730687.2917,5
730687.3333,12
730687.375,3
730687.4167,6
730687.4583,7
730687.5,5
730687.5417,5
730687.5833,1
730687.625,4
730687.6667,12
730687.7083,10
730687.75,3
730687.7917,2
730687.8333,4
730687.875,2
730687.9167,6
730687.9583,9
730688,2
730688.0417,4
730688.0833,3
730688.125,13
730688.1667,1
730688.2083,4
730688.25,13
730688.2917,3
730688.3333,5
730688.375,3
730688.4167,4
730688.4583,6
730688.5,8
730688.5417,9
730688.5833,4
730688.625,0
730688.6667,5
730688.7083,4
730688.75,4
730688.7917,7
730688.8333,3
730688.875,8
730688.9167,5
730688.9583,1
730689,7
730689.0417,7
730689.0833,13
730689.125,3
730689.1667,10
730689.2083,6
730689.25,11
730689.2917,3
730689.3333,6
730689.375,2
730689.4167,2
730689.4583,8
730689.5,6
730689.5417,6
730689.5833,11
730689.625,4
730689.6667,2
730689.7083,9
730689.75,2
730689.7917,1
730689.8333,11
730689.875,6
730689.9167,8
730689.9583,7
730690,8
730690.0417,14
730690.0833,2
730690.125,5
730690.1667,10
730690.2083,8
730690.25,5
730690.2917,3
730690.3333,2
730690.375,3
730690.4167,4
730690.4583,10
730690.5,2
730690.5417,2
730690.5833,1
730690.625,2
730690.6667,2
730690.7083,9
730690.75,2
730690.7917,4
730690.8333,6
730690.875,3
730690.9167,3
730690.9583,5
730691,2
730691.0417,5
730691.0833,3
730691.125,4
730691.1667,4
730691.2083,2
730691.25,3
730691.2917,8
730691.3333,6
730691.375,9
730691.4167,10
730691.4583,15
730691.5,1
730691.5417,15
730691.5833,8
730691.625,7
730691.6667,2
730691.7083,2
730691.75,11
730691.7917,6
730691.8333,11
730691.875,11
730691.9167,11
730691.9583,6
730692,2
730692.0417,7
730692.0833,3
730692.125,2
730692.1667,5
730692.2083,3
730692.25,11
730692.2917,2
730692.3333,4
730692.375,3
730692.4167,5
730692.4583,3
730692.5,10
730692.5417,3
730692.5833,4
730692.625,6
730692.6667,2
730692.7083,4
730692.75,18
730692.7917,6
730692.8333,5
730692.875,15
730692.9167,10
730692.9583,7
730693,2
730693.0417,3
730693.0833,3
730693.125,2
730693.1667,22
730693.2083,2
730693.25,4
730693.2917,3
730693.3333,4
730693.375,4
730693.4167,3
730693.4583,6
730693.5,2
730693.5417,3
730693.5833,1
730693.625,5
730693.6667,3
730693.7083,6
730693.75,7
730693.7917,6
730693.8333,6
730693.875,12
730693.9167,7
730693.9583,11
730694,3
730694.0417,4
730694.0833,3
730694.125,3
730694.1667,4
730694.2083,8
730694.25,5
730694.2917,8
730694.3333,8
730694.375,4
730694.4167,8
730694.4583,6
730694.5,6
730694.5417,9
730694.5833,7
730694.625,6
730694.6667,6
730694.7083,4
730694.75,4
730694.7917,3
730694.8333,6
730694.875,6
730694.9167,2
730694.9583,4
730695,14
730695.0417,6
730695.0833,4
730695.125,19
730695.1667,0
730695.2083,3
730695.25,12
730695.2917,8
730695.3333,1
730695.375,5
730695.4167,3
730695.4583,6
730695.5,6
730695.5417,5
730695.5833,12
730695.625,2
730695.6667,4
730695.7083,6
730695.75,5
730695.7917,8
730695.8333,7
730695.875,3
730695.9167,4
730695.9583,3
730696,5
730696.0417,17
730696.0833,2
730696.125,4
730696.1667,1
730696.2083,6
730696.25,6
730696.2917,10
730696.3333,10
730696.375,3
730696.4167,7
730696.4583,11
730696.5,4
730696.5417,11
730696.5833,7
730696.625,2
730696.6667,9
730696.7083,22
730696.75,6
730696.7917,4
730696.8333,6
730696.875,9
730696.9167,5
730696.9583,9
730697,4
730697.0417,3
730697.0833,9
730697.125,9
730697.1667,5
730697.2083,5
730697.25,6
730697.2917,7
730697.3333,6
730697.375,5
730697.4167,11
730697.4583,7
730697.5,7
730697.5417,3
730697.5833,3
730697.625,8
730697.6667,13
730697.7083,11
730697.75,4
730697.7917,3
730697.8333,5
730697.875,3
730697.9167,5
730697.9583,10
730698,6
730698.0417,3
730698.0833,11
730698.125,9
730698.1667,3
730698.2083,4
730698.25,5
730698.2917,9
730698.3333,10
730698.375,1
730698.4167,3
730698.4583,10
730698.5,4
730698.5417,3
730698.5833,6
730698.625,8
730698.6667,19
730698.7083,1
730698.75,6
730698.7917,1
730698.8333,6
730698.875,10
730698.9167,16
730698.9583,1
730699,8
730699.0417,3
730699.0833,6
730699.125,9
730699.1667,6
730699.2083,5
730699.25,12
730699.2917,8
730699.3333,2
730699.375,9
730699.4167,10
730699.4583,2
730699.5,7
730699.5417,3
730699.5833,6
730699.625,3
730699.6667,6
730699.7083,3
730699.75,5
730699.7917,12
730699.8333,8
730699.875,7
730699.9167,3
730699.9583,4
730700,3
730700.0417,5
730700.0833,6
730700.125,6
730700.1667,5
730700.2083,3
730700.25,10
730700.2917,4
730700.3333,4
730700.375,1
730700.4167,10
730700.4583,2
730700.5,7
730700.5417,6
730700.5833,1
730700.625,14
730700.6667,6
730700.7083,7
730700.75,7
730700.7917,4
730700.8333,12
730700.875,6
730700.9167,3
730700.9583,3
730701,11
730701.0417,4
730701.0833,8
730701.125,7
730701.1667,5
730701.2083,6
730701.25,10
730701.2917,5
730701.3333,6
730701.375,6
730701.4167,4
730701.4583,9
730701.5,11
730701.5417,3
730701.5833,10
730701.625,3
730701.6667,5
730701.7083,7
730701.75,9
730701.7917,5
730701.8333,9
730701.875,10
730701.9167,9
730701.9583,0
730702,7
730702.0417,4
730702.0833,8
730702.125,0
730702.1667,7
730702.2083,6
730702.25,5
730702.2917,2
730702.3333,4
730702.375,7
730702.4167,4
730702.4583,20
730702.5,7
730702.5417,7
730702.5833,9
730702.625,3
730702.6667,2
730702.7083,0
730702.75,6
730702.7917,10
730702.8333,3
730702.875,4
730702.9167,6
730702.9583,12
730703,1
730703.0417,5
730703.0833,3
730703.125,3
730703.1667,6
730703.2083,6
730703.25,6
730703.2917,6
730703.3333,9
730703.375,3
730703.4167,5
730703.4583,5
730703.5,8
730703.5417,9
730703.5833,6
730703.625,5
730703.6667,7
730703.7083,3
730703.75,8
730703.7917,2
730703.8333,2
730703.875,1
730703.9167,3
730703.9583,2
730704,1
730704.0417,7
730704.0833,8
730704.125,3
730704.1667,6
730704.2083,3
730704.25,11
730704.2917,1
730704.3333,4
730704.375,12
730704.4167,8
730704.4583,3
730704.5,4
730704.5417,3
730704.5833,8
730704.625,5
730704.6667,12
730704.7083,6
730704.75,11
730704.7917,2
730704.8333,8
730704.875,6
730704.9167,4
730704.9583,6
730705,11
730705.0417,13
730705.0833,2
730705.125,4
730705.1667,11
730705.2083,12
730705.25,8
730705.2917,11
730705.3333,3
730705.375,1
730705.4167,9
730705.4583,6
730705.5,7
730705.5417,10
730705.5833,6
730705.625,6
730705.6667,6
730705.7083,3
730705.75,3
730705.7917,2
730705.8333,3
730705.875,6
730705.9167,14
730705.9583,14
730706,6
730706.0417,11
730706.0833,3
730706.125,4
730706.1667,5
730706.2083,3
730706.25,5
730706.2917,10
730706.3333,6
730706.375,2
730706.4167,3
730706.4583,6
730706.5,6
730706.5417,3
730706.5833,3
730706.625,13
730706.6667,2
730706.7083,3
730706.75,6
730706.7917,10
730706.8333,7
730706.875,7
730706.9167,12
730706.9583,6
730707,5
730707.0417,6
730707.0833,2
730707.125,2
730707.1667,6
730707.2083,6
730707.25,8
730707.2917,4
730707.3333,3
730707.375,10
730707.4167,3
730707.4583,4
730707.5,9
730707.5417,4
730707.5833,4
730707.625,5
730707.6667,5
730707.7083,8
730707.75,4
730707.7917,9
730707.8333,6
730707.875,2
730707.9167,9
730707.9583,5
730708,5
730708.0417,4
730708.0833,19
730708.125,2
730708.1667,8
730708.2083,11
730708.25,7
730708.2917,5
730708.3333,4
730708.375,2
730708.4167,11
730708.4583,17
730708.5,4
730708.5417,4
730708.5833,4
730708.625,8
730708.6667,6
730708.7083,9
730708.75,8
730708.7917,7
730708.8333,11
730708.875,8
730708.9167,10
730708.9583,5
730709,6
730709.0417,10
730709.0833,10
730709.125,4
730709.1667,7
730709.2083,6
730709.25,5
730709.2917,9
730709.3333,6
730709.375,6
730709.4167,2
730709.4583,6
730709.5,5
730709.5417,7
730709.5833,5
730709.625,12
730709.6667,7
730709.7083,4
730709.75,9
730709.7917,2
730709.8333,6
730709.875,5
730709.9167,8
730709.9583,8
730710,10
730710.0417,8
730710.0833,7
730710.125,3
730710.1667,3
730710.2083,1
730710.25,4
730710.2917,5
730710.3333,7
730710.375,1
730710.4167,4
730710.4583,10
730710.5,11
730710.5417,11
730710.5833,4
730710.625,6
730710.6667,5
730710.7083,4
730710.75,6
730710.7917,4
730710.8333,6
730710.875,9
730710.9167,9
730710.9583,1
730711,2
730711.0417,7
730711.0833,2
730711.125,11
730711.1667,6
730711.2083,3
730711.25,5
730711.2917,11
730711.3333,3
730711.375,9
730711.4167,3
730711.4583,2
730711.5,4
730711.5417,12
730711.5833,4
730711.625,6
730711.6667,2
730711.7083,6
730711.75,4
730711.7917,5
730711.8333,10
730711.875,10
730711.9167,5
730711.9583,9
730712,3
730712.0417,8
730712.0833,7
730712.125,11
730712.1667,10
730712.2083,3
730712.25,2
730712.2917,6
730712.3333,3
730712.375,4
730712.4167,7
730712.4583,4
730712.5,5
730712.5417,6
730712.5833,5
730712.625,1
730712.6667,6
730712.7083,6
730712.75,7
730712.7917,3
730712.8333,4
730712.875,10
730712.9167,4
730712.9583,5
730713,9
730713.0417,6
730713.0833,4
730713.125,1
730713.1667,5
730713.2083,4
730713.25,20
730713.2917,9
730713.3333,2
730713.375,4
730713.4167,11
730713.4583,12
730713.5,10
730713.5417,8
730713.5833,3
730713.625,3
730713.6667,10
730713.7083,2
730713.75,3
730713.7917,10
730713.8333,2
730713.875,5
730713.9167,9
730713.9583,2
730714,2
730714.0417,8
730714.0833,13
730714.125,7
730714.1667,10
730714.2083,2
730714.25,3
730714.2917,7
730714.3333,6
730714.375,10
730714.4167,2
730714.4583,5
730714.5,3
730714.5417,4
730714.5833,4
730714.625,9
730714.6667,5
730714.7083,6
730714.75,13
730714.7917,5
730714.8333,4
730714.875,2
730714.9167,2
730714.9583,9
730715,4
730715.0417,3
730715.0833,3
730715.125,10
730715.1667,2
730715.2083,4
730715.25,4
730715.2917,2
730715.3333,5
730715.375,6
730715.4167,7
730715.4583,10
730715.5,5
730715.5417,7
730715.5833,6
730715.625,7
730715.6667,13
730715.7083,10
730715.75,1
730715.7917,2
730715.8333,10
730715.875,4
730715.9167,7
730715.9583,13
730716,15
730716.0417,4
730716.0833,6
730716.125,4
730716.1667,7
730716.2083,3
730716.25,9
730716.2917,9
730716.3333,2
730716.375,9
730716.4167,6
730716.4583,4
730716.5,7
730716.5417,7
730716.5833,8
730716.625,5
730716.6667,7
730716.7083,3
730716.75,5
730716.7917,5
730716.8333,5
730716.875,10
730716.9167,6
730716.9583,10
730717,7
730717.0417,6
730717.0833,10
730717.125,3
730717.1667,7
730717.2083,10
730717.25,10
730717.2917,2
730717.3333,9
730717.375,8
730717.4167,8
730717.4583,5
730717.5,2
730717.5417,3
730717.5833,4
730717.625,3
730717.6667,9
730717.7083,7
730717.75,5
730717.7917,11
730717.8333,5
730717.875,14
730717.9167,6
730717.9583,3
730718,5
730718.0417,5
730718.0833,7
730718.125,4
730718.1667,2
730718.2083,5
730718.25,3
730718.2917,3
730718.3333,7
730718.375,1
730718.4167,6
730718.4583,13
730718.5,4
730718.5417,16
730718.5833,5
730718.625,3
730718.6667,6
730718.7083,2
730718.75,2
730718.7917,2
730718.8333,9
730718.875,3
730718.9167,2
730718.9583,3
730719,10
730719.0417,1
730719.0833,4
730719.125,3
730719.1667,2
730719.2083,8
730719.25,7
730719.2917,5
730719.3333,2
730719.375,6
730719.4167,5
730719.4583,1
730719.5,5
730719.5417,4
730719.5833,7
730719.625,2
730719.6667,13
730719.7083,8
730719.75,8
730719.7917,6
730719.8333,6
730719.875,3
730719.9167,1
730719.9583,6
730720,5
730720.0417,2
730720.0833,3
730720.125,3
730720.1667,2
730720.2083,9
730720.25,1
730720.2917,5
730720.3333,10
730720.375,9
730720.4167,4
730720.4583,1
730720.5,10
730720.5417,7
730720.5833,5
730720.625,2
730720.6667,6
730720.7083,8
730720.75,3
730720.7917,0
730720.8333,1
730720.875,9
730720.9167,6
730720.9583,3
730721,7
730721.0417,12
730721.0833,10
730721.125,10
730721.1667,1
730721.2083,2
730721.25,4
730721.2917,4
730721.3333,4
730721.375,3
730721.4167,6
730721.4583,14
730721.5,11
730721.5417,2
730721.5833,1
730721.625,4
730721.6667,5
730721.7083,3
730721.75,2
730721.7917,10
730721.8333,3
730721.875,4
730721.9167,3
730721.9583,10
730722,4
730722.0417,2
730722.0833,3
730722.125,6
730722.1667,10
730722.2083,14
730722.25,4
730722.2917,9
730722.3333,3
730722.375,8
730722.4167,4
730722.4583,6
730722.5,3
730722.5417,3
730722.5833,5
730722.625,10
730722.6667,8
730722.7083,2
730722.75,2
730722.7917,3
730722.8333,5
730722.875,4
730722.9167,6
730722.9583,8
730723,5
730723.0417,3
730723.0833,2
730723.125,4
730723.1667,11
730723.2083,7
730723.25,6
730723.2917,3
730723.3333,10
730723.375,4
730723.4167,13
730723.4583,8
730723.5,11
730723.5417,7
730723.5833,2
730723.625,8
730723.6667,3
730723.7083,2
730723.75,3
730723.7917,14
730723.8333,15
730723.875,19
730723.9167,9
730723.9583,1
730724,5
730724.0417,4
730724.0833,1
730724.125,7
730724.1667,8
730724.2083,4
730724.25,4
730724.2917,2
730724.3333,4
730724.375,4
730724.4167,4
730724.4583,9
730724.5,15
730724.5417,20
730724.5833,5
730724.625,6
730724.6667,4
730724.7083,4
730724.75,2
730724.7917,1
730724.8333,3
730724.875,3
730724.9167,3
730724.9583,5
730725,4
730725.0417,7
730725.0833,2
730725.125,13
730725.1667,2
730725.2083,2
730725.25,7
730725.2917,9
730725.3333,4
730725.375,2
730725.4167,14
730725.4583,3
730725.5,3
730725.5417,5
730725.5833,3
730725.625,1
730725.6667,1
730725.7083,5
730725.75,3
730725.7917,5
730725.8333,5
730725.875,3
730725.9167,11
730725.9583,7
730726,7
730726.0417,11
730726.0833,5
730726.125,6
730726.1667,3
730726.2083,3
730726.25,4
730726.2917,8
730726.3333,4
730726.375,5
730726.4167,4
730726.4583,6
730726.5,12
730726.5417,2
730726.5833,2
730726.625,6
730726.6667,3
730726.7083,8
730726.75,4
730726.7917,5
730726.8333,8
730726.875,3
730726.9167,5
730726.9583,8
730727,7
730727.0417,5
730727.0833,9
730727.125,9
730727.1667,5
730727.2083,2
730727.25,1
730727.2917,1
730727.3333,10
730727.375,6
730727.4167,9
730727.4583,11
730727.5,2
730727.5417,4
730727.5833,6
730727.625,2
730727.6667,7
730727.7083,2
730727.75,5
730727.7917,1
730727.8333,8
730727.875,3
730727.9167,8
730727.9583,3
730728,5
730728.0417,2
730728.0833,4
730728.125,14
730728.1667,3
730728.2083,9
730728.25,1
730728.2917,23
730728.3333,9
730728.375,8
730728.4167,4
730728.4583,2
730728.5,3
730728.5417,2
730728.5833,1
730728.625,4
730728.6667,10
730728.7083,4
730728.75,8
730728.7917,5
730728.8333,5
730728.875,4
730728.9167,2
730728.9583,6
730729,13
730729.0417,4
730729.0833,6
730729.125,1
730729.1667,8
730729.2083,8
730729.25,3
730729.2917,5
730729.3333,5
730729.375,2
730729.4167,4
730729.4583,10
730729.5,3
730729.5417,4
730729.5833,7
730729.625,7
730729.6667,1
730729.7083,8
730729.75,5
730729.7917,2
730729.8333,4
730729.875,4
730729.9167,4
730729.9583,4
730730,9
730730.0417,7
730730.0833,12
730730.125,4
730730.1667,4
730730.2083,3
730730.25,3
730730.2917,6
730730.3333,9
730730.375,5
730730.4167,10
730730.4583,8
730730.5,7
730730.5417,3
730730.5833,4
730730.625,2
730730.6667,3
730730.7083,4
730730.75,2
730730.7917,5
730730.8333,6
730730.875,1
730730.9167,5
730730.9583,10
730731,1
730731.0417,3
730731.0833,2
730731.125,8
730731.1667,13
730731.2083,10
730731.25,2
730731.2917,2
730731.3333,1
730731.375,7
730731.4167,13
730731.4583,7
730731.5,14
730731.5417,7
730731.5833,7
730731.625,10
730731.6667,3
730731.7083,3
730731.75,4
730731.7917,9
730731.8333,11
730731.875,2
730731.9167,9
730731.9583,4
730732,7
730732.0417,14
730732.0833,5
730732.125,8
730732.1667,12
730732.2083,7
730732.25,9
730732.2917,4
730732.3333,8
730732.375,3
730732.4167,7
730732.4583,4
730732.5,3
730732.5417,8
730732.5833,4
730732.625,5
730732.6667,2
730732.7083,13
730732.75,13
730732.7917,2
730732.8333,3
730732.875,4
730732.9167,8
730732.9583,3
730733,4
730733.0417,7
730733.0833,5
730733.125,4
730733.1667,5
730733.2083,4
730733.25,4
730733.2917,4
730733.3333,3
730733.375,14
730733.4167,7
730733.4583,8
730733.5,4
730733.5417,7
730733.5833,4
730733.625,3
730733.6667,3
730733.7083,9
730733.75,6
730733.7917,3
730733.8333,2
730733.875,6
730733.9167,9
730733.9583,7
730734,6
730734.0417,9
730734.0833,7
730734.125,0
730734.1667,1
730734.2083,5
730734.25,4
730734.2917,8
730734.3333,4
730734.375,7
730734.4167,7
730734.4583,3
730734.5,7
730734.5417,5
730734.5833,10
730734.625,3
730734.6667,2
730734.7083,1
730734.75,3
730734.7917,13
730734.8333,12
730734.875,5
730734.9167,1
730734.9583,3
730735,3
730735.0417,7
730735.0833,12
730735.125,10
730735.1667,2
730735.2083,4
730735.25,19
730735.2917,3
730735.3333,10
730735.375,5
730735.4167,3
730735.4583,15
730735.5,12
730735.5417,12
730735.5833,8
730735.625,7
730735.6667,4
730735.7083,4
730735.75,2
730735.7917,10
730735.8333,5
730735.875,4
730735.9167,1
730735.9583,6
730736,4
730736.0417,19
730736.0833,21
730736.125,9
730736.1667,8
730736.2083,5
730736.25,5
730736.2917,2
730736.3333,4
730736.375,4
730736.4167,6
730736.4583,9
730736.5,7
730736.5417,5
730736.5833,14
730736.625,15
730736.6667,3
730736.7083,4
730736.75,7
730736.7917,2
730736.8333,1
730736.875,9
730736.9167,11
730736.9583,13
730737,3
730737.0417,4
730737.0833,7
730737.125,5
730737.1667,3
730737.2083,4
730737.25,8
730737.2917,3
730737.3333,3
730737.375,5
730737.4167,7
730737.4583,5
730737.5,1
730737.5417,6
730737.5833,4
730737.625,3
730737.6667,8
730737.7083,3
730737.75,5
730737.7917,3
730737.8333,4
730737.875,7
730737.9167,13
730737.9583,4
730738,11
730738.0417,12
730738.0833,9
730738.125,4
730738.1667,9
730738.2083,4
730738.25,2
730738.2917,8
730738.3333,5
730738.375,1
730738.4167,6
730738.4583,6
730738.5,4
730738.5417,3
730738.5833,6
730738.625,2
730738.6667,2
730738.7083,8
730738.75,4
730738.7917,5
730738.8333,6
730738.875,4
730738.9167,5
730738.9583,9
730739,3
730739.0417,4
730739.0833,10
730739.125,3
730739.1667,13
730739.2083,5
730739.25,8
730739.2917,7
730739.3333,3
730739.375,6
730739.4167,4
730739.4583,1
730739.5,4
730739.5417,6
730739.5833,2
730739.625,4
730739.6667,7
730739.7083,3
730739.75,7
730739.7917,10
730739.8333,5
730739.875,5
730739.9167,5
730739.9583,7
730740,7
730740.0417,1
730740.0833,4
730740.125,4
730740.1667,4
730740.2083,3
730740.25,2
730740.2917,3
730740.3333,6
730740.375,12
730740.4167,13
730740.4583,8
730740.5,11
730740.5417,3
730740.5833,3
730740.625,2
730740.6667,2
730740.7083,8
730740.75,1
730740.7917,2
730740.8333,2
730740.875,2
730740.9167,4
730740.9583,9
730741,3
730741.0417,2
730741.0833,11
730741.125,2
730741.1667,3
730741.2083,8
730741.25,14
730741.2917,12
730741.3333,4
730741.375,5
730741.4167,6
730741.4583,12
730741.5,4
730741.5417,4
730741.5833,4
730741.625,3
730741.6667,7
730741.7083,3
730741.75,4
730741.7917,5
730741.8333,4
730741.875,3
730741.9167,3
730741.9583,13
730742,5
730742.0417,9
730742.0833,3
730742.125,3
730742.1667,4
730742.2083,7
730742.25,5
730742.2917,6
730742.3333,2
730742.375,1
730742.4167,2
730742.4583,3
730742.5,10
730742.5417,5
730742.5833,6
730742.625,3
730742.6667,3
730742.7083,5
730742.75,5
730742.7917,6
730742.8333,6
730742.875,7
730742.9167,8
730742.9583,7
730743,5
730743.0417,9
730743.0833,4
730743.125,7
730743.1667,19
730743.2083,1
730743.25,4
730743.2917,10
730743.3333,3
730743.375,7
730743.4167,5
730743.4583,3
730743.5,12
730743.5417,3
730743.5833,2
730743.625,14
730743.6667,11
730743.7083,4
730743.75,6
730743.7917,8
730743.8333,7
730743.875,4
730743.9167,5
730743.9583,12
730744,1
730744.0417,7
730744.0833,1
730744.125,4
730744.1667,6
730744.2083,4
730744.25,10
730744.2917,6
730744.3333,3
730744.375,4
730744.4167,6
730744.4583,5
730744.5,8
730744.5417,15
730744.5833,5
730744.625,2
730744.6667,7
730744.7083,1
730744.75,1
730744.7917,9
730744.8333,5
730744.875,6
730744.9167,3
730744.9583,3
730745,7
730745.0417,5
730745.0833,10
730745.125,2
730745.1667,3
730745.2083,3
730745.25,5
730745.2917,4
730745.3333,4
730745.375,17
730745.4167,3
730745.4583,5
730745.5,6
730745.5417,4
730745.5833,10
730745.625,4
730745.6667,3
730745.7083,2
730745.75,4
730745.7917,6
730745.8333,4
730745.875,9
730745.9167,7
730745.9583,9
730746,7
730746.0417,14
730746.0833,3
730746.125,5
730746.1667,11
730746.2083,10
730746.25,5
730746.2917,4
730746.3333,5
730746.375,4
730746.4167,4
730746.4583,5
730746.5,2
730746.5417,10
730746.5833,5
730746.625,6
730746.6667,9
730746.7083,12
730746.75,7
730746.7917,8
730746.8333,6
730746.875,7
730746.9167,9
730746.9583,6
730747,10
730747.0417,9
730747.0833,8
730747.125,4
730747.1667,4
730747.2083,5
730747.25,2
730747.2917,1
730747.3333,10
730747.375,4
730747.4167,3
730747.4583,14
730747.5,5
730747.5417,3
730747.5833,3
730747.625,11
730747.6667,3
730747.7083,5
730747.75,9
730747.7917,4
730747.8333,19
730747.875,3
730747.9167,4
730747.9583,8
730748,10
730748.0417,9
730748.0833,2
730748.125,12
730748.1667,2
730748.2083,1
730748.25,14
730748.2917,8
730748.3333,14
730748.375,10
730748.4167,3
730748.4583,4
730748.5,4
730748.5417,9
730748.5833,5
730748.625,4
730748.6667,5
730748.7083,2
730748.75,4
730748.7917,8
730748.8333,5
730748.875,6
730748.9167,7
730748.9583,9
730749,4
730749.0417,5
730749.0833,5
730749.125,2
730749.1667,3
730749.2083,4
730749.25,11
730749.2917,8
730749.3333,18
730749.375,6
730749.4167,4
730749.4583,4
730749.5,8
730749.5417,9
730749.5833,4
730749.625,3
730749.6667,3
730749.7083,3
730749.75,5
730749.7917,8
730749.8333,1
730749.875,3
730749.9167,15
730749.9583,3
730750,4
730750.0417,6
730750.0833,3
730750.125,6
730750.1667,8
730750.2083,4
730750.25,2
730750.2917,5
730750.3333,3
730750.375,10
730750.4167,2
730750.4583,1
730750.5,7
730750.5417,9
730750.5833,3
730750.625,5
730750.6667,5
730750.7083,3
730750.75,2
730750.7917,3
730750.8333,7
730750.875,8
730750.9167,3
730750.9583,5
730751,6
730751.0417,0
730751.0833,3
730751.125,5
730751.1667,4
730751.2083,3
730751.25,2
730751.2917,6
730751.3333,3
730751.375,4
730751.4167,7
730751.4583,3
730751.5,8
730751.5417,2
730751.5833,8
730751.625,4
730751.6667,4
730751.7083,2
730751.75,2
730751.7917,3
730751.8333,12
730751.875,12
730751.9167,4
730751.9583,13
730752,4
730752.0417,4
730752.0833,9
730752.125,5
730752.1667,7
730752.2083,9
730752.25,5
730752.2917,13
730752.3333,3
730752.375,7
730752.4167,2
730752.4583,3
730752.5,7
730752.5417,8
730752.5833,2
730752.625,3
730752.6667,9
